01 	 89.302
02 	 89.812
03 	 89.895
04 	 90.307
05 	 90.9065
06 	 90.995
07 	 91.2835
08 	 91.4015
09 	 92.139
10 	 92.8095
11 	 92.934
12 	 93.401
13 	 93.381
14 	 93.6865
15 	 93.651
16 	 93.8575
17 	 93.957
18 	 93.9945
19 	 94.0235
20 	 94.63
21 	 95.687
22 	 96.0265
23 	 96.1525
24 	 96.205
25 	 97.2705
26 	 97.616
27 	 97.616
28 	 97.793
29 	 98.019
30 	 97.994
31 	 98.072
32 	 98.1505
33 	 98.1745
34 	 98.202
35 	 98.4755
36 	 98.5465
37 	 98.613
38 	 98.578
39 	 98.6675
40 	 98.6615
41 	 98.6755
42 	 98.6515
43 	 98.684
44 	 98.7345
45 	 98.742
46 	 98.738
47 	 98.725
48 	 98.895
49 	 98.8655
50 	 98.906
